,turker,additionalThoughts,considr_othrExp,disappoint_othr,fairness,be_friend,generalExpermnt,generalStrategy,generalWilson,greedy,inv10x2exp,inv10x2ret,inv10x4exp,inv10x4ret,inv10x6exp,inv10x6ret,inv1x2exp,inv1x2ret,inv1x4exp,inv1x4ret,inv1x6exp,inv1x6ret,inv5x2exp,inv5x2ret,inv5x4exp,inv5x4ret,inv5x6exp,inv5x6ret,know_p2,liking,like_mostOthrs,self_dependable,self_disappoint_othr,self_fairness,self_greedy,self_trustwrthy,similarity,trust,turk_gender,turk_race,turker_age,wouldInvestInputId,p2,p3,p2_strat,mean_error
48,A1ING769NXJIHR:3WRFBPLXRBIVF03VC5MJWQC228TN30,no,90.0,36.0,73.0,76.0,I was really engaged. After a few turns it became obvious what Wilson would likely do. I disliked the repetition and not being able to find a pattern in why Wilson gave less a few times. I found it odd that a few times it seems that Wilson gave less than usual.,I considered what he was actually doing which was giving most people back twice what they put in the bag.,He's making the most of the lucky bag.,80.0,20.0,20.0,20.0,20.0,20.0,20,2.0,2.0,2.0,2.0,2.0,2.0,10.0,10,10.0,10.0,10.0,10,33.0,70.0,78.0,88.0,,85.0,,100.0,81.0,73.0,female,Black,42.0,10.0,56.0,58.0,GA,1.695906432748538
49,A1JRMSNROZ1JX5:3OE22WJIGJI0HRT67HA1NTX7MWVUQZ,,63.0,17.0,86.0,72.0,very engaged. mostly guessed.,keep 1/3,i didn't have one,8.0,20.0,15.0,20.0,15.0,20.0,20,2.0,2.0,2.0,2.0,2.0,2.0,10.0,8,10.0,10.0,10.0,10,38.0,67.0,69.0,75.0,,100.0,,91.0,62.0,74.0,female,White,26.0,10.0,81.0,60.0,GA,14.537501160308178
50,A1JV64BL3WCK0G:3O7L7BFSHFJ6BX8149QNA9KI8J2EIM,None.,1.0,100.0,1.0,1.0,It was not hard.,"He started out giving nothing to the first person, so I assumed he was greedy and went with that the entire time.",He was a greedy person who cheated his friends.,100.0,15.0,15.0,25.0,25.0,40.0,40,2.0,2.0,3.0,2.0,5.0,5.0,7.0,6,15.0,15.0,25.0,25,1.0,1.0,72.0,81.0,,75.0,,79.0,1.0,1.0,female,White,39.0,0.0,83.0,61.0,GR,0.43859649122807015
51,A1KLWHCGSS8WXD:3PEIJLRY6UNXISJNOVKUZPEX3DNXWN,,100.0,30.0,55.0,52.0,I was very much engaged in this. It was easy to predict his behavior for the most part. I liked how this task wasn't like one that I did before. I didn't find anything odd.,Anything that was over 2x he was going to give them double every time. If it happened to be 2x he would always give a lower amount.,A typical person in the situation.,61.0,20.0,16.0,20.0,25.0,20.0,30,2.0,2.0,2.0,2.0,2.0,3.0,10.0,8,10.0,10.0,10.0,15,68.0,41.0,100.0,100.0,,100.0,,100.0,64.0,12.0,male,White,33.0,2.0,93.0,63.0,GA,3.642091339459762
52,A1KTPYX40PRLVW:3PPTZCWALREH3QNGD4994LCMNKZZQT,Fun HIT! Thanks for the opportunity and welcome back to MTurk. :) Love your HITS!,41.0,68.0,47.0,42.0,It was very engaging. I have done a similar HIT in the past but felt that Wilson was more difficult to predict this time. His returns seemed less predictable because I expected him to give the same percentage back each time but sometimes he gave way more than I would'v guessed.,I tried to consider the amount of money Wilson would probably want to keep. I considered how much he would be concerned about himself.,"Wilson is looking out for himself for the most part. In some cases, he was fair but mostly was a little greedy.",69.0,20.0,2.0,20.0,15.0,20.0,20,2.0,0.0,2.0,0.0,2.0,0.0,10.0,0,8.0,2.0,10.0,10,46.0,47.0,66.0,71.0,,76.0,,75.0,43.0,42.0,female,Black,30.0,0.0,32.0,64.0,MO,21.04816439246264
53,A1L3937MY09J3I:3YMU66OBIO24ZGT84MYQA04FLM2HGD,No.,1.0,2.0,2.0,1.0,Not at all since it was always the same answer.,He always picked the same thing.,He's stupid and greedy.,100.0,40.0,10.0,40.0,20.0,40.0,25,4.0,1.0,4.0,2.0,4.0,2.0,20.0,5,20.0,10.0,30.0,15,1.0,1.0,3.0,57.0,,42.0,,57.0,1.0,1.0,male,White,35.0,0.0,83.0,65.0,GR,1.3157894736842106
54,A1M1F4BFYRK6JP:3GGAI1SQEWSDAIEETXIKCERW3DGCM7,,89.0,100.0,1.0,1.0,"I was fully engaged. I couldn't accurately predict his behavior, but it was simplistic enough to remember once I had already seen it. The task was brief enough that there was really nothing to dislike. Nothing seemed unusual, either, aside from people continuing to throw their cash into the Wilson money pit.","At the start, I went with what was fair. That didn't work. After that, it was obvious that he gave 0 back most of the time, so I only had to pay attention to when he gave back more and remember those situations.","He's a bad guy. From how completely scummy he acted here, there's no way that scumminess doesn't overlap into the rest of his life.",100.0,40.0,20.0,40.0,40.0,40.0,60,4.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,76.0,1.0,11.0,96.0,,96.0,,95.0,1.0,1.0,male,White,38.0,0.0,52.0,68.0,GR,2.7476097651536247
55,A1M4L9D1OAKUBR:3SNLUL3WO5HPQUDTFC2567YDBB6LU4,this is good study,83.0,25.0,20.0,78.0,Wilson is good person ,calculation,some easy to consideration,72.0,20.0,4.0,40.0,14.0,60.0,30,2.0,0.0,4.0,0.0,6.0,0.0,10.0,2,20.0,8.0,30.0,10,66.0,81.0,68.0,85.0,,30.0,,100.0,75.0,80.0,female,White,25.0,2.0,34.0,69.0,IA,15.27713960827996
56,A1MB3A5MC58LK6:3VSOLARPKC3AQYZ1BV3EEPHIVZT93Y,more fun than I was expecting!,17.0,80.0,34.0,53.0,"It was fun, I liked the animations. It was easy to catch on to wilson's strategy. It was a little repetitive but not bad. ",just tried to see a pattern. He gave nothing if it was under 10 bucks,he's profiting off his luck but I kind of don't blame him,71.0,20.0,10.0,20.0,20.0,20.0,20,2.0,1.0,2.0,2.0,2.0,2.0,10.0,5,10.0,10.0,10.0,10,60.0,53.0,77.0,93.0,30.0,84.0,60.0,97.0,64.0,34.0,,,,10.0,52.0,70.0,GR,4.494105634456512
57,A1MDZ1K2AL9EKW:3XXU1SWE8NPSEPA9KEZV8MUV1TJA0Q,"Chrome blocked geolocation and I could not change it, probably because it was not a secure connection (I googled this to find this theory). I started over (with the consent page) in Firefox, but I wasn't asked for the location permission and I have no idea if it was obtained or not.",24.0,100.0,1.0,1.0,"All of it was odd. I tried different theories (as noted above) but I coudln't make any of them work. It was impossible for me to predict his behavior. This was, in a way, engaging but frustrating. I would have needed to take notes and then probably study them for a while. I can't really learn anything by sequential presentation.","I couldn't figure out his behavior at all. I couldn't figure out where he came up with the numbers. I even spent some time guessing based on the expressions of the cartoon faces, but that didn't seem to work either. I couldn't figure out if it was on the amount of money they had or started with or what difference it made if it was 2x, 4x, or 6x. I saw no patterns and it made absolutely no sense to me.","He is not somebody I would ""invest"" money with. In context he appeared to be stealing.",100.0,40.0,20.0,40.0,40.0,40.0,60,4.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,1.0,1.0,1.0,100.0,,100.0,,100.0,1.0,1.0,female,White,57.0,0.0,32.0,71.0,MO,29.028648008911166
58,A1N16ZU0FNQEY6:3AWETUDC93M4MSZX0W40VJL0WWDIZC,Thanks!,47.0,75.0,22.0,28.0,"I found it pretty difficult to predict his behavior, I did not find anything odd about the task.  ","I tried to see what he would tend to return based on the multiplier, and based on the colors of the people who gave him money",I think Wilson is selfish and untrustworthy,81.0,40.0,10.0,40.0,20.0,40.0,20,4.0,1.0,4.0,2.0,4.0,2.0,20.0,5,20.0,10.0,20.0,10,7.0,18.0,42.0,80.0,,74.0,,70.0,22.0,6.0,female,White,30.0,0.0,4.0,72.0,IA,14.185521674556764
59,A1N2O9SRQSVL03:3DI28L7YXB8VBRC3W25HIA3WR7IE11,Thank you. Very interesting task and good pay.,78.0,36.0,47.0,54.0,It was hard at the beginning but the more i learned about him it got easier ,Taking into consideration his previous behavior ,He had characteristics of an average person ,50.0,15.0,12.0,30.0,20.0,40.0,30,1.0,1.0,2.0,2.0,4.0,3.0,8.0,6,10.0,10.0,20.0,15,80.0,59.0,50.0,98.0,,88.0,,96.0,37.0,58.0,female,White,30.0,6.0,54.0,73.0,MO,14.641986911723754
60,A1NAFUPBPLK3E:3KOPY89HM9WZWACAX7UR3JVLU3NJ3M,no,50.0,71.0,6.0,1.0,It was very hard but I was engaged and I liked the task. I found it odd that there was no real predictation to wilson's behavior ,"I had no strategy, i couldn't figure out one. ",unfair and unethical ,80.0,20.0,20.0,40.0,40.0,60.0,60,2.0,2.0,4.0,4.0,6.0,6.0,10.0,10,20.0,20.0,30.0,30,61.0,1.0,25.0,80.0,,86.0,,79.0,1.0,1.0,female,White,20.0,0.0,41.0,74.0,MO,12.894156688016338
61,A1NVJB5O4H7ZCJ:3F6HPJW4JEUWHCGQ06Z19ZK1QRAW29,nope,9.0,82.0,1.0,1.0,I thought it was odd that in all 56 rounds he never gave a dollar back. It was not hard to predict his behaviour after the first few rounds.,Well i first thought he would give about half or a little less. But after a few rounds i could see he was not giving any money back.,I thought he was terrible to gain so much money and not give at least a portion in return,100.0,8.0,8.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,86.0,1.0,29.0,88.0,,80.0,,76.0,4.0,1.0,female,White,55.0,1.0,83.0,75.0,GR,0.9746588693957112
62,A1O0BGHFTMPQM0:3PDJHANYK6A22N42S9P4Y9RQR7IH6S,no,1.0,100.0,1.0,1.0,It was easy to figure it out.,I thought that he would be fair for the first tow guesses and learned that he wasn't.  I figured that he wouldn't return any money to anyone.,he is greedy.,100.0,20.0,20.0,40.0,40.0,40.0,40,2.0,2.0,4.0,4.0,4.0,4.0,10.0,10,20.0,20.0,20.0,20,71.0,1.0,17.0,91.0,,77.0,,85.0,8.0,1.0,female,White,35.0,0.0,91.0,76.0,GR,2.3391812865497075
63,A1O7WUQDKPZGH4:3PJ71Z61R5WEGVLMORPVQW2LZ62195,no,16.0,35.0,61.0,63.0,it was fun i was very please with it it was too hard for me i through it was fun noting odd about it,i dont no just try to guess,great,96.0,30.0,0.0,40.0,4.0,40.0,4,8.0,0.0,40.0,5.0,12.0,0.0,15.0,0,20.0,0.0,30.0,2,46.0,84.0,94.0,96.0,,69.0,,89.0,17.0,63.0,female,White,55.0,1.0,62.0,77.0,GR,4.864476004826882
64,A1OVN32XH1791K:3Y5140Z9DYAA8OXRDN6Y4LJMM6LIPO,very fun,100.0,100.0,89.0,1.0,He fluctuated a little bit when it came to how much he wanted on a 2x trade. I wasn't very good at predicting how much he'd give back. I keep track of the ratios and was a little surprised at how much he varied.,"At first I thought he'd keep the charade up, but then I realized he was too greedy to lose money occasionally. So then I stared trying to figure out a ratio for how greedy he is. Specifically, how much does he insist on profitting when the bag only pays out 2x.",Not very good. He still could have made a lot of money by always doubling people's money. He'd allso be more likely not to get caught if he did that even when it meant taking a loss.,100.0,20.0,20.0,20.0,20.0,20.0,20,2.0,2.0,2.0,2.0,2.0,2.0,10.0,10,10.0,10.0,10.0,10,59.0,46.0,83.0,100.0,,100.0,,90.0,62.0,1.0,male,White,38.0,10.0,93.0,79.0,GA,2.146686159844055
65,A1P6OXEJ86HQRM:3ERET4BTVN3GMW78W1VDVBYK9FGK9C,,15.0,100.0,1.0,1.0,I was very engaged. He was fairly predictable. It was too repetitious. Nothing was odd.,Just observing and learning what he does. I considered the initial investment the most.,He's very selfish and doesn't care what people think.,100.0,35.0,15.0,35.0,30.0,35.0,30,3.0,1.0,3.0,1.0,3.0,2.0,18.0,7,18.0,12.0,15.0,15,35.0,1.0,61.0,33.0,,29.0,,24.0,62.0,1.0,male,White,36.0,0.0,92.0,80.0,MO,7.843799313097558
66,A1PF01FF85HUY4:33NF62TLXKW5S8KHIDMQK5CN6A1KJX,,59.0,80.0,86.0,62.0,It was fairly difficult to predict his behavior.  It was a little repetitive.,The amount that it was multiplied by,Looks out for himself first.,78.0,40.0,11.0,40.0,11.0,40.0,22,4.0,1.0,4.0,2.0,4.0,3.0,20.0,6,20.0,7.0,20.0,7,58.0,64.0,94.0,100.0,,98.0,,90.0,94.0,38.0,other,White,34.0,10.0,81.0,82.0,GA,17.659542374454656
67,A1PPBYA3MAMZ6:3DBQWDE4Y7SYTFQZQOACBNAMHE2N5T,NOT,84.0,83.0,87.0,82.0,NICE TO THE TASK,NICE THE BEHAVIOUR ,GOOD PERSON,76.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2,76.0,72.0,80.0,83.0,,85.0,,83.0,75.0,75.0,female,White,28.0,6.0,92.0,83.0,MO,14.950570871623503
68,A1PTH9KTRO06EG:3XCC1ODXDM581Z1P3NFWIIANEIPRQV,,17.0,80.0,37.0,51.0,"I was really engaged. I found this task to be pretty fun. Predicting Wilson's behavior was not to bad, especially at the high and low ends. I messed up some of the medium investments. I liked how unique the study was, and disliked really nothing about it to be honest. The animation made the game cool as well. I didn't find anything particularly odd.",I just tried to follow the patterns. He was more fair with people who donated more money.,"He seemed alright. He was fair to people who donated more, but was unfair to people who did not. Also, he made sure he would get his cut first if the number was low.",77.0,20.0,10.0,20.0,20.0,20.0,30,2.0,1.0,2.0,2.0,2.0,3.0,10.0,5,10.0,10.0,10.0,15,28.0,52.0,61.0,98.0,,92.0,,98.0,53.0,27.0,male,other,23.0,10.0,34.0,84.0,IA,5.68899099600854
69,A1PUHCEBSOWETV:3F1567XTNXZ2XZ5396FARXAT8VM9QR,no,83.0,77.0,15.0,50.0,It was easy to predict once he started sending back $0 every time.,After a few I noticed that he was giving $0 back every time.,He was greedy.,99.0,5.0,0.0,5.0,0.0,5.0,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0,2.0,0.0,2.0,0,96.0,65.0,76.0,78.0,,57.0,,72.0,100.0,1.0,male,White,22.0,0.0,91.0,85.0,GR,1.4132553606237814
70,A1Q5RFVJKMZBEN:3BWI6RSP7H39MDR5LIMQJKU9T0Y7EK,,20.0,85.0,16.0,3.0,It was fairly easy to predict his behavior as he usually gave back 0. I would prefer if there were less dialogue to click through and instead the data was in a table or something.,"At first I tried to guess, but he seemed to almost always give back 0 and I could never find a pattern for the rare times he gave back more.",He is very greedy,87.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,1.0,14.0,17.0,86.0,,73.0,,87.0,14.0,9.0,male,White,27.0,0.0,52.0,86.0,GR,4.505244592963891
71,A1Q93M41J566U1:3V26SBZTBE8QHIO700SMVEOQTD7ZZR,None come to mind. ,50.0,87.0,30.0,24.0,Predicting his behavior not so hard but a bit confusing on the last tasks since it just kinda gets thrown at you right after the Wilson task. ,I didn't really have one I just took chances and payed attention to things that seemed like a pattern but may not have been.,He does what most would do in his situation.,35.0,40.0,10.0,40.0,20.0,40.0,20,4.0,1.0,4.0,1.0,4.0,3.0,20.0,5,20.0,10.0,20.0,15,34.0,32.0,50.0,88.0,,79.0,,90.0,50.0,24.0,male,White,36.0,5.0,6.0,87.0,IA,7.702705838670751
72,A1S6C6EN8MPKC3:3EG49X351V6ZOD4HXD7Q1VFKFNX6XM,none,50.0,64.0,39.0,50.0,it was only hard because there was never 100% consistency.. ,"what can I say. it was somewhat random.. but still easy to guess in the general ball park. I think the 'grid' at the end was ridiculous as there was no consistent/sure thing, each scenario was slightly different in how he gave his money out.",just like everyone else. self preservation,70.0,10.0,1.0,20.0,20.0,30.0,30,1.0,1.0,2.0,20.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,20.0,52.0,79.0,69.0,,73.0,,37.0,45.0,49.0,male,White,51.0,5.0,92.0,90.0,MO,12.38501345957486
73,A1SIUJEL2LS8UO:3G2UL9A02E859YYQF03S7W2WDU876I,Nothing that I can think of. It worked extremely well. ,70.0,35.0,72.0,50.0,"I was extremely engaged, trying to predict the outcome that I figured Wilson would do. It was actually pretty enjoyable. ",I figured that anything below 10 bucks he wouldn't pay back. Which is something I agree with. ,"I think he was fair, but wanted to look out for himself first. ",20.0,2.0,0.0,5.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.0,0.0,5.0,0,81.0,69.0,76.0,50.0,,50.0,,50.0,50.0,50.0,male,White,29.0,0.0,92.0,91.0,MO,9.079063399238839
74,A1SP3GBRZKMWZJ:3X3OR7WPZ0URSX6GC910AFGODZL8LB,none,80.0,73.0,71.0,78.0,fully. ok  the tasks was great,2 to 4 times the amount,he is good,72.0,10.0,20.0,10.0,40.0,10.0,60,1.0,2.0,1.0,4.0,1.0,6.0,5.0,10,5.0,20.0,5.0,15,86.0,76.0,72.0,80.0,,80.0,,74.0,81.0,86.0,other,other,,7.0,56.0,92.0,GA,21.29385964912281
75,A1TARNH07A75CG:3ZGVPD4G6UBUV6F8U8349QN98HLZTB,,2.0,79.0,1.0,1.0,It was hard to predict but the outcomes when it was a high number but the lower amounts were easier ,If it was too low I knew wilson wouldn't give any at all ,he's selfish ,97.0,20.0,20.0,40.0,40.0,60.0,60,2.0,2.0,4.0,4.0,6.0,6.0,10.0,10,20.0,20.0,30.0,30,15.0,1.0,100.0,100.0,,100.0,,94.0,1.0,1.0,male,Black,27.0,0.0,6.0,93.0,IA,14.200895757913303
76,A1TGV7LT6LTIQU:3LO69W1SU476LCCYV7DO2SXMZZKLGM,no,13.0,91.0,1.0,19.0,"I was pretty engaged. I wanted to figure out what was driving his decision to give back when he did, since he did it so infrequently. It was pretty difficult to predict when he would donate. I thought it was odd how greedy he was. he didn't even return the persons initial amount","I was trying to observe if it was based on the appearance of others, but I think it came down to the amount that they donated. Wilson seemed to share if the amount generated was over $30",unfair and greedy,91.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,24.0,18.0,7.0,94.0,18.0,86.0,60.0,85.0,11.0,6.0,,,,0.0,52.0,95.0,GR,6.253132832080198
77,A1TTFE7OTLIJW8:304SM51WA4YXY8ZDZUIBD3KKEOKBSC,Nope.,33.0,50.0,38.0,50.0,"I was engaged, but it was really difficult to predict anything.  I have no idea what criteria I could have used.",I couldn't figure anything out after several tries so I just started saying a roughly 1/3 return.,Neutral really.,50.0,40.0,10.0,40.0,20.0,40.0,30,4.0,1.0,4.0,2.0,4.0,2.0,20.0,5,20.0,10.0,20.0,20,1.0,50.0,79.0,86.0,,70.0,,69.0,50.0,24.0,male,White,31.0,1.0,6.0,96.0,IA,14.34106098579783
78,A1TU9HYDEZO31Z:3RANCT1ZVGBDDLRHOZDBS428Y3ZUB4,NICE SURVEY,23.0,95.0,15.0,16.0,IT IS A VERY DIFFERENT TASK I HAVE BEEN EVER TAKEN,HE IS VERY RUDE HE TAKES MOST OF THE MONEY AND RETURNS NOTHING.,HE IS VERY BAD,86.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,17.0,11.0,10.0,91.0,,85.0,,79.0,22.0,12.0,female,White,27.0,5.0,62.0,97.0,GR,8.110206070732387
79,A1U5BE8XJRXKW3:30MVJZJNHN7LBC1QEGV1UWY7UVXJ93,No,27.0,93.0,20.0,11.0,I wasn't distracted during the task and tried to pay attention and make the best guess possible.,I tried to think about the money he was given and the money are the multiplier and make the best guess based on that.,He greedy.,88.0,10.0,15.0,10.0,20.0,10.0,30,1.0,1.0,1.0,2.0,1.0,3.0,5.0,7,5.0,10.0,5.0,15,50.0,5.0,51.0,89.0,,93.0,,83.0,11.0,1.0,male,White,37.0,0.0,41.0,98.0,MO,8.988443330548595
80,A1U8HCXVACOGJ8:35USIKEBNSAUCJQDV7KH3TOMD9DN69,"Very interesting, thank you!",23.0,97.0,14.0,5.0,"At first it was an unknown how he would behave but once it became clearer that he was not going to return the full amounts, it was easier to guess his behavior although I seemed to have been too optimistic and overestimated what Wilson would return. I found nothing that odd and it was a challenging engaging task which I like. Nothing in particular I didn't like.",The amount given to Wilson and the multiplier was the biggest consideration. Gender seemed to play a role too,Not positive. Seems like a greedy untrustworthy type person,97.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,29.0,8.0,60.0,100.0,,86.0,,96.0,19.0,6.0,female,White,54.0,2.0,92.0,99.0,MO,11.993757542003156
81,A1UMTU09H1EVM9:3VJ40NV2QJHIW211SZSNTSG5NWATOW,none,69.0,82.0,69.0,86.0,i like the task,good,ingress of money ,63.0,6.0,4.0,4.0,2.0,5.0,2,2.0,2.0,5.0,2.0,5.0,3.0,5.0,5,6.0,5.0,6.0,2,77.0,66.0,82.0,70.0,,63.0,,65.0,75.0,69.0,male,White,40.0,6.0,41.0,100.0,MO,29.83163928339367
82,A1UNBT94I82S8V:3BC8WZX3V4Q8D0GPG24WN8KSA4RRRW,"No, this task is new and I really enjoyed it.",31.0,91.0,20.0,15.0,I was engaged with the task. Finding the pattern was a little difficult. I liked the task because it was fun and interesting.,If Wilson had less money than the other person he would return nothing. I would consider what would profit Wilson.,Wilson wanted to profit mostly and with that I can tell that he's sensible but also a little greedy.,92.0,10.0,10.0,20.0,20.0,30.0,20,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,10.0,20,80.0,25.0,24.0,87.0,,81.0,,93.0,23.0,26.0,male,other,24.0,0.0,34.0,101.0,IA,10.034113060428847
83,A1V1JNPU0KOA3X:3P529IW9KZF07CG3KN76K7XA0LIFLJ,none,11.0,100.0,1.0,9.0,I was engaged and enjoyed the task. Wilson became very easy to predict since he rarely returned any money.,"I considered the amount of the contribution first then I looked at how much it was multiplied by. In this way, I was able to predict how Wilson would react since he usually returned money only if there was a 6X multiplication of money and a contribution of $8 or better.",He is greedy and untrustworthy.,100.0,40.0,20.0,40.0,40.0,40.0,60,4.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,74.0,1.0,1.0,100.0,,100.0,,100.0,1.0,1.0,male,White,52.0,0.0,52.0,102.0,GR,6.019040657198551
84,A1V2C2JB8FFX60:32ZKVD547GHTEREY9FHA5VC8M45B3W,,95.0,90.0,67.0,67.0,,,,65.0,5.0,5.0,5.0,5.0,5.0,5,0.5,0.5,0.5,0.5,0.5,0.5,3.0,2,3.0,2.0,3.0,2,68.0,70.0,56.0,66.0,,35.0,,91.0,77.0,77.0,male,White,46.0,7.0,97.0,103.0,IA,33.51289102385594
85,A1V3FV89RVGASD:3XM0HYN6NLTYSJV5H4G7J6LUUGTEPW,,37.0,34.0,50.0,66.0,,,,64.0,,,,,,,,,,,,,,,,,,,50.0,50.0,64.0,64.0,,50.0,,80.0,73.0,66.0,male,White,27.0,1.0,32.0,105.0,MO,24.79810637705374
86,A1VFRCYMWGWWCZ:3LUY3GC630UDJ4GVUW21DWTD9NKP75,no,10.0,79.0,36.0,20.0,I was engaged I just couldn't figure it out.  It was really hard for me to predict his behavior,I couldn't figure out the pattern so i didn't have a real stategy i guessed based on gender of the giver and how they looked,that he was a con artist,68.0,40.0,15.0,40.0,32.0,40.0,40,4.0,1.0,4.0,3.0,4.0,4.0,20.0,8,20.0,18.0,20.0,20,19.0,39.0,76.0,62.0,,94.0,,68.0,33.0,11.0,female,Black,34.0,1.0,100.0,106.0,GA,19.06218091525109
87,A1WO011N7G89N:3SPJ033422X0CD9YMSNHTDRY3AWJYI,"Great job with this HIT!  Please continue to make more in this style, it was engaging and interesting!",17.0,100.0,1.0,1.0,"I thought it was a very fun task but went on a little long because my Wilson's behavior did not change at all. He never gave anything back and so after a few rounds of that my interest went down a bit.  I thought it was a fun experiment overall, though, and would love to see more like this!  I also highly appreciate the bonus as well, that's very very kind of you, requester.","At first, I thought he was going to be honest and give the people what they expected and maybe more.  However, as I continued with the task, I found out that he was very greedy and just stole everyone's money. I quickly learned to say he would return nothing back.",I highly dislike him because he is dishonest and steals from people.  I felt bad for the people he was ripping off.,100.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,1.0,1.0,24.0,100.0,,95.0,,95.0,1.0,1.0,female,White,27.0,2.0,83.0,108.0,GR,2.192982456140351
